"schema","table_name","policy_name","permissive","roles","cmd","qual","with_check","classification","expected","difference"
"public","revenue_estimate_warnings","revenue_estimate_warnings_select_for_staff","PERMISSIVE","{authenticated}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","revenue_estimate_warnings","revenue_estimate_warnings_write_for_staff","PERMISSIVE","{authenticated}","ALL","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","revenue_estimates","revenue_estimates_select_for_staff","PERMISSIVE","{authenticated}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","revenue_estimates","revenue_estimates_write_for_staff","PERMISSIVE","{authenticated}","ALL","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","revenues","revenues_delete_for_admin","PERMISSIVE","{public}","DELETE","((app_private.get_current_role() = 'admin'::text) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","revenues","revenues_insert_for_managers","PERMISSIVE","{public}","INSERT",,"((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","revenues","revenues_select_for_managers","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","revenues","revenues_update_for_managers","PERMISSIVE","{public}","UPDATE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","security_alerts","security_alerts_insert_any","PERMISSIVE","{public}","INSERT",,"(( SELECT auth.role() AS role) = 'service_role'::text)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","security_alerts","security_alerts_select_admin","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text])) AND ((clinic_id IS NULL) OR app_private.can_access_clinic(clinic_id)))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","security_alerts","security_alerts_update_admin","PERMISSIVE","{public}","UPDATE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text])) AND ((clinic_id IS NULL) OR app_private.can_access_clinic(clinic_id)))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","security_events","security_events_admin_select","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text])) AND (((clinic_id IS NOT NULL) AND app_private.can_access_clinic(clinic_id)) OR ((clinic_id IS NULL) AND app_private.jwt_is_admin())))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","security_events","security_events_admin_update","PERMISSIVE","{public}","UPDATE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text])) AND (((clinic_id IS NOT NULL) AND app_private.can_access_clinic(clinic_id)) OR ((clinic_id IS NULL) AND app_private.jwt_is_admin())))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","security_events","security_events_insert_service_role","PERMISSIVE","{public}","INSERT",,"(( SELECT auth.role() AS role) = 'service_role'::text)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","security_events","security_events_self_select","PERMISSIVE","{public}","SELECT","((( SELECT auth.uid() AS uid) = user_id) AND (((clinic_id IS NOT NULL) AND app_private.can_access_clinic(clinic_id)) OR ((clinic_id IS NULL) AND app_private.jwt_is_admin())))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","session_policies","session_policies_admin_all","PERMISSIVE","{public}","ALL","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id))","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","session_policies","session_policies_staff_select","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","shift_request_audit_logs","shift_request_audit_logs_select_scoped","PERMISSIVE","{authenticated}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'manager'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","shift_request_periods","shift_request_periods_insert_managers","PERMISSIVE","{authenticated}","INSERT",,"((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'manager'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","shift_request_periods","shift_request_periods_select_scoped","PERMISSIVE","{authenticated}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'manager'::text, 'clinic_admin'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","shift_request_periods","shift_request_periods_update_managers","PERMISSIVE","{authenticated}","UPDATE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'manager'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id))","(app_private.can_access_clinic(clinic_id) AND ((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'manager'::text])) OR ((app_private.get_current_role() = 'clinic_admin'::text) AND (status = ANY (ARRAY['draft'::text, 'open'::text, 'closed'::text])))))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","shift_requests","shift_requests_insert_scoped","PERMISSIVE","{authenticated}","INSERT",,"(((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'manager'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id)) OR ((app_private.get_current_role() = ANY (ARRAY['therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id) AND (staff_id = auth.uid()) AND (submitted_by = auth.uid()) AND (submitted_for_role = app_private.get_current_role())))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","shift_requests","shift_requests_select_scoped","PERMISSIVE","{authenticated}","SELECT","(((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'manager'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id)) OR ((app_private.get_current_role() = ANY (ARRAY['therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id) AND (staff_id = auth.uid())))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","shift_requests","shift_requests_update_scoped","PERMISSIVE","{authenticated}","UPDATE","(((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'manager'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id)) OR ((app_private.get_current_role() = ANY (ARRAY['therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id) AND (staff_id = auth.uid())))","(((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id)) OR ((app_private.get_current_role() = 'clinic_admin'::text) AND app_private.can_access_clinic(clinic_id) AND (status <> 'converted'::text)) OR ((app_private.get_current_role() = ANY (ARRAY['therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id) AND (staff_id = auth.uid()) AND (status = ANY (ARRAY['draft'::text, 'submitted'::text, 'rejected'::text, 'withdrawn'::text])) AND (converted_shift_id IS NULL)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff","staff_delete_for_managers","PERMISSIVE","{public}","DELETE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff","staff_insert_legacy_block","PERMISSIVE","{public}","INSERT",,"(( SELECT auth.role() AS role) = 'service_role'::text)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff","staff_select_for_staff","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff","staff_update_for_staff","PERMISSIVE","{public}","UPDATE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_clinic_memberships","staff_clinic_memberships_select_scoped","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = 'admin'::text) OR app_private.can_access_clinic(clinic_id) OR (EXISTS ( SELECT 1
   FROM staff_profiles sp
  WHERE ((sp.id = staff_clinic_memberships.staff_profile_id) AND (sp.user_id = auth.uid())))))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_clinic_memberships","staff_clinic_memberships_write_admin_only","PERMISSIVE","{public}","ALL","(app_private.get_current_role() = 'admin'::text)","(app_private.get_current_role() = 'admin'::text)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_invites","staff_invites_clinic_admin_select","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_invites","staff_invites_creator_delete","PERMISSIVE","{public}","DELETE","((created_by = ( SELECT auth.uid() AS uid)) AND app_private.can_access_clinic(clinic_id) AND (app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_invites","staff_invites_creator_insert","PERMISSIVE","{public}","INSERT",,"((created_by = ( SELECT auth.uid() AS uid)) AND app_private.can_access_clinic(clinic_id) AND (app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_invites","staff_invites_creator_select","PERMISSIVE","{public}","SELECT","((created_by = ( SELECT auth.uid() AS uid)) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_invites","staff_invites_creator_update","PERMISSIVE","{public}","UPDATE","((created_by = ( SELECT auth.uid() AS uid)) AND app_private.can_access_clinic(clinic_id) AND (app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])))","((created_by = ( SELECT auth.uid() AS uid)) AND app_private.can_access_clinic(clinic_id) AND (app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_performance","staff_performance_delete_for_managers","PERMISSIVE","{public}","DELETE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_performance","staff_performance_insert_for_staff","PERMISSIVE","{public}","INSERT",,"((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_performance","staff_performance_select_for_staff","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_performance","staff_performance_update_for_staff","PERMISSIVE","{public}","UPDATE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_preferences","staff_preferences_delete","PERMISSIVE","{public}","DELETE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_preferences","staff_preferences_insert_policy","PERMISSIVE","{authenticated}","INSERT",,"((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_preferences","staff_preferences_select","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_preferences","staff_preferences_update","PERMISSIVE","{public}","UPDATE","(app_private.can_access_clinic(clinic_id) AND ((staff_id = ( SELECT auth.uid() AS uid)) OR (app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text]))))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_preferences","staff_preferences_update_policy","PERMISSIVE","{public}","UPDATE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_preferences","staff_preferences_upsert_policy","PERMISSIVE","{public}","ALL","((clinic_id IN ( SELECT up.clinic_id
   FROM user_permissions up
  WHERE ((up.staff_id = ( SELECT auth.uid() AS uid)) AND ((up.role)::text = ANY (ARRAY[('admin'::character varying)::text, ('clinic_admin'::character varying)::text]))))) OR (staff_id = ( SELECT auth.uid() AS uid)))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_profiles","staff_profiles_select_scoped","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = 'admin'::text) OR (user_id = auth.uid()) OR (EXISTS ( SELECT 1
   FROM staff_clinic_memberships scm
  WHERE ((scm.staff_profile_id = staff_profiles.id) AND app_private.can_access_clinic(scm.clinic_id)))))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_profiles","staff_profiles_write_admin_only","PERMISSIVE","{public}","ALL","(app_private.get_current_role() = 'admin'::text)","(app_private.get_current_role() = 'admin'::text)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_shifts","staff_shifts_delete","PERMISSIVE","{public}","DELETE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_shifts","staff_shifts_insert","PERMISSIVE","{public}","INSERT",,"((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_shifts","staff_shifts_select","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","staff_shifts","staff_shifts_update","PERMISSIVE","{public}","UPDATE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","stripe_webhook_events","service_role full access stripe webhook events","PERMISSIVE","{public}","ALL","(auth.role() = 'service_role'::text)","(auth.role() = 'service_role'::text)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","subscriptions","customer admin can read own subscription","PERMISSIVE","{authenticated}","SELECT","(app_private.is_admin() AND app_private.can_access_clinic(org_root_clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","subscriptions","service_role full access subscriptions","PERMISSIVE","{public}","ALL","(auth.role() = 'service_role'::text)","(auth.role() = 'service_role'::text)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_mfa_settings","Admins can view clinic MFA settings","PERMISSIVE","{public}","SELECT","(EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.user_id = ( SELECT auth.uid() AS uid)) AND (p.clinic_id = user_mfa_settings.clinic_id) AND ((p.role)::text = ANY (ARRAY[('admin'::character varying)::text, ('clinic_admin'::character varying)::text])))))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_mfa_settings","Users can insert own MFA settings","PERMISSIVE","{public}","INSERT",,"(( SELECT auth.uid() AS uid) = user_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_mfa_settings","Users can update own MFA settings","PERMISSIVE","{public}","UPDATE","(( SELECT auth.uid() AS uid) = user_id)",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_mfa_settings","Users can view own MFA settings","PERMISSIVE","{public}","SELECT","(( SELECT auth.uid() AS uid) = user_id)",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_mfa_settings","user_mfa_settings_select_policy","PERMISSIVE","{public}","SELECT","((user_id = ( SELECT auth.uid() AS uid)) OR (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.user_id = ( SELECT auth.uid() AS uid)) AND (p.clinic_id = user_mfa_settings.clinic_id) AND ((p.role)::text = ANY (ARRAY[('admin'::character varying)::text, ('clinic_admin'::character varying)::text, ('manager'::character varying)::text]))))))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_permissions","user_permissions_admin_manage","PERMISSIVE","{public}","ALL","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id))","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_permissions","user_permissions_self_select","PERMISSIVE","{public}","SELECT","(staff_id = ( SELECT auth.uid() AS uid))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_admin_delete","PERMISSIVE","{public}","DELETE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_admin_select","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_self_insert","PERMISSIVE","{public}","INSERT",,"((( SELECT auth.uid() AS uid) = user_id) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_self_select","PERMISSIVE","{public}","SELECT","((( SELECT auth.uid() AS uid) = user_id) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","user_sessions","user_sessions_self_update","PERMISSIVE","{public}","UPDATE","((( SELECT auth.uid() AS uid) = user_id) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","visit_stage_definitions","visit_stage_definitions_select_for_authenticated","PERMISSIVE","{authenticated}","SELECT","true",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","visits","visits_delete_for_managers","PERMISSIVE","{public}","DELETE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","visits","visits_insert_for_staff","PERMISSIVE","{public}","INSERT",,"((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","visits","visits_select_for_staff","PERMISSIVE","{public}","SELECT","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","visits","visits_update_for_staff","PERMISSIVE","{public}","UPDATE","((app_private.get_current_role() = ANY (ARRAY['admin'::text, 'clinic_admin'::text, 'manager'::text, 'therapist'::text, 'staff'::text])) AND app_private.can_access_clinic(clinic_id))",,"UNCLASSIFIED","UNDECIDED","UNKNOWN"
